requete,ordre,rappel,precision
5,5,0.0,0.0
5,6,0.0,0.0
5,7,0.125,0.14285714285714285
5,8,0.125,0.125
5,9,0.125,0.1111111111111111
5,10,0.125,0.1
5,11,0.125,0.09090909090909091
5,12,0.125,0.08333333333333333
5,13,0.25,0.15384615384615385
5,14,0.25,0.14285714285714285
5,15,0.375,0.2
5,16,0.375,0.1875
5,17,0.375,0.1764705882352941
5,18,0.375,0.16666666666666666
5,19,0.375,0.15789473684210525
5,20,0.375,0.15000000000000002
5,21,0.375,0.14285714285714285
5,22,0.375,0.13636363636363635
5,23,0.375,0.13043478260869565
5,24,0.375,0.125
5,25,0.375,0.12
5,26,0.375,0.11538461538461539
5,27,0.375,0.1111111111111111
5,28,0.375,0.10714285714285714
5,29,0.375,0.10344827586206896
5,30,0.375,0.1
5,31,0.375,0.0967741935483871
5,32,0.375,0.09375
5,33,0.375,0.09090909090909091
5,34,0.375,0.08823529411764705
5,35,0.375,0.08571428571428572
5,36,0.375,0.08333333333333333
5,37,0.375,0.08108108108108109
5,38,0.375,0.07894736842105263
5,39,0.375,0.07692307692307693
5,40,0.375,0.07500000000000001
5,41,0.375,0.07317073170731708
5,42,0.375,0.07142857142857142
5,43,0.375,0.06976744186046512
5,44,0.375,0.06818181818181818
5,45,0.375,0.06666666666666667
5,46,0.375,0.06521739130434782
5,47,0.375,0.06382978723404255
5,48,0.375,0.0625
5,49,0.5,0.08163265306122448
5,50,0.5,0.08
5,51,0.5,0.0784313725490196
5,52,0.5,0.07692307692307693
5,53,0.5,0.07547169811320754
5,54,0.5,0.07407407407407407
5,55,0.5,0.07272727272727272
5,56,0.5,0.07142857142857142
5,57,0.5,0.07017543859649122
5,58,0.5,0.06896551724137931
5,59,0.5,0.06779661016949153
5,60,0.5,0.06666666666666667
5,61,0.5,0.06557377049180328
5,62,0.5,0.06451612903225806
5,63,0.5,0.06349206349206349
5,64,0.5,0.0625
5,65,0.5,0.06153846153846154
5,66,0.5,0.06060606060606061
5,67,0.5,0.05970149253731343
5,68,0.625,0.07352941176470588
5,69,0.625,0.07246376811594203
5,70,0.75,0.08571428571428572
5,71,0.75,0.08450704225352113
5,72,0.75,0.08333333333333334
5,73,0.75,0.0821917808219178
5,74,0.75,0.08108108108108109
5,75,0.75,0.08
5,76,0.75,0.07894736842105263
5,77,0.75,0.07792207792207793
5,78,0.75,0.07692307692307691
5,79,0.75,0.0759493670886076
5,80,0.75,0.075
5,81,0.75,0.07407407407407407
5,82,0.75,0.07317073170731707
5,83,0.75,0.07228915662650602
5,84,0.75,0.07142857142857142
5,85,0.75,0.07058823529411765
5,86,0.75,0.06976744186046512
5,87,0.75,0.06896551724137931
5,88,0.75,0.06818181818181819
5,89,0.75,0.06741573033707865
5,90,0.75,0.06666666666666667
5,91,0.75,0.06593406593406594
5,92,0.75,0.06521739130434782
5,93,0.75,0.06451612903225808
5,94,0.75,0.06382978723404255
5,95,0.75,0.06315789473684211
5,96,0.75,0.06249999999999999
5,97,0.75,0.06185567010309278
5,98,0.75,0.06122448979591836
5,99,0.75,0.060606060606060615
6,0,0.0,0.0
6,1,0.0,0.0
6,2,0.0,0.0
6,3,0.0,0.0
6,4,0.0,0.0
6,5,0.3333333333333333,0.2
6,6,0.3333333333333333,0.16666666666666666
6,7,0.3333333333333333,0.14285714285714285
6,8,0.3333333333333333,0.125
6,9,0.3333333333333333,0.1111111111111111
6,10,0.3333333333333333,0.1
6,11,0.3333333333333333,0.09090909090909091
6,12,0.3333333333333333,0.08333333333333333
6,13,0.3333333333333333,0.07692307692307693
6,14,0.3333333333333333,0.07142857142857142
6,15,0.3333333333333333,0.06666666666666667
6,16,0.3333333333333333,0.0625
6,17,0.6666666666666666,0.11764705882352941
6,18,0.6666666666666666,0.1111111111111111
6,19,0.6666666666666666,0.10526315789473684
6,20,0.6666666666666666,0.1
6,21,0.6666666666666666,0.09523809523809523
6,22,0.6666666666666666,0.09090909090909091
6,23,0.6666666666666666,0.08695652173913043
6,24,0.6666666666666666,0.08333333333333333
6,25,0.6666666666666666,0.08
6,26,0.6666666666666666,0.07692307692307693
6,27,0.6666666666666666,0.07407407407407407
6,28,0.6666666666666666,0.07142857142857142
6,29,0.6666666666666666,0.06896551724137931
6,30,0.6666666666666666,0.06666666666666667
6,31,0.6666666666666666,0.06451612903225806
6,32,0.6666666666666666,0.0625
6,33,0.6666666666666666,0.06060606060606061
6,34,0.6666666666666666,0.058823529411764705
6,35,0.6666666666666666,0.05714285714285714
6,36,0.6666666666666666,0.05555555555555555
6,37,0.6666666666666666,0.05405405405405406
6,38,0.6666666666666666,0.05263157894736842
6,39,0.6666666666666666,0.05128205128205128
6,40,0.6666666666666666,0.05
6,41,1.0,0.07317073170731708
6,42,1.0,0.07142857142857142
6,43,1.0,0.06976744186046512
6,44,1.0,0.06818181818181818
6,45,1.0,0.06666666666666667
6,46,1.0,0.06521739130434782
6,47,1.0,0.06382978723404255
6,48,1.0,0.0625
6,49,1.0,0.061224489795918366
6,50,1.0,0.06
6,51,1.0,0.058823529411764705
6,52,1.0,0.057692307692307696
6,53,1.0,0.05660377358490566
6,54,1.0,0.05555555555555555
6,55,1.0,0.05454545454545454
6,56,1.0,0.05357142857142857
6,57,1.0,0.05263157894736842
6,58,1.0,0.05172413793103448
6,59,1.0,0.05084745762711865
6,60,1.0,0.05
6,61,1.0,0.04918032786885246
6,62,1.0,0.04838709677419355
6,63,1.0,0.047619047619047616
6,64,1.0,0.046875
6,65,1.0,0.046153846153846156
6,66,1.0,0.045454545454545456
6,67,1.0,0.04477611940298507
6,68,1.0,0.044117647058823525
6,69,1.0,0.043478260869565216
6,70,1.0,0.04285714285714286
6,71,1.0,0.04225352112676056
6,72,1.0,0.041666666666666664
6,73,1.0,0.0410958904109589
6,74,1.0,0.04054054054054054
6,75,1.0,0.04
6,76,1.0,0.039473684210526314
6,77,1.0,0.03896103896103896
6,78,1.0,0.038461538461538464
6,79,1.0,0.0379746835443038
6,80,1.0,0.037500000000000006
6,81,1.0,0.037037037037037035
6,82,1.0,0.03658536585365854
6,83,1.0,0.03614457831325302
6,84,1.0,0.03571428571428571
6,85,1.0,0.03529411764705882
6,86,1.0,0.03488372093023256
6,87,1.0,0.034482758620689655
6,88,1.0,0.03409090909090909
6,89,1.0,0.033707865168539325
6,90,1.0,0.03333333333333333
6,91,1.0,0.03296703296703297
6,92,1.0,0.03260869565217391
6,93,1.0,0.03225806451612903
6,94,1.0,0.031914893617021274
6,95,1.0,0.031578947368421054
6,96,1.0,0.03125
6,97,1.0,0.030927835051546393
6,98,1.0,0.030612244897959183
6,99,1.0,0.030303030303030304
7,0,0.0,0.0
7,1,0.0,0.0
7,2,0.03571428571428571,0.5
7,3,0.07142857142857142,0.6666666666666666
7,4,0.07142857142857142,0.5
7,5,0.07142857142857142,0.4
7,6,0.07142857142857142,0.3333333333333333
7,7,0.07142857142857142,0.2857142857142857
7,8,0.10714285714285714,0.375
7,9,0.14285714285714285,0.4444444444444444
7,10,0.17857142857142855,0.5
7,11,0.17857142857142855,0.4545454545454546
7,12,0.21428571428571425,0.49999999999999994
7,13,0.21428571428571425,0.46153846153846156
7,14,0.21428571428571425,0.4285714285714285
7,15,0.21428571428571425,0.39999999999999997
7,16,0.24999999999999994,0.4375
7,17,0.24999999999999994,0.411764705882353
7,18,0.24999999999999994,0.38888888888888895
7,19,0.28571428571428564,0.42105263157894735
7,20,0.28571428571428564,0.39999999999999997
7,21,0.28571428571428564,0.38095238095238093
7,22,0.28571428571428564,0.3636363636363637
7,23,0.28571428571428564,0.34782608695652173
7,24,0.28571428571428564,0.3333333333333333
7,25,0.28571428571428564,0.32
7,26,0.32142857142857134,0.34615384615384615
7,27,0.32142857142857134,0.3333333333333333
7,28,0.35714285714285704,0.35714285714285704
7,29,0.35714285714285704,0.34482758620689663
7,30,0.39285714285714274,0.36666666666666664
7,31,0.39285714285714274,0.35483870967741926
7,32,0.39285714285714274,0.34375
7,33,0.39285714285714274,0.33333333333333326
7,34,0.39285714285714274,0.3235294117647059
7,35,0.39285714285714274,0.31428571428571433
7,36,0.42857142857142844,0.3333333333333334
7,37,0.42857142857142844,0.32432432432432434
7,38,0.42857142857142844,0.3157894736842105
7,39,0.42857142857142844,0.3076923076923077
7,40,0.42857142857142844,0.3
7,41,0.42857142857142844,0.2926829268292683
7,42,0.42857142857142844,0.2857142857142857
7,43,0.42857142857142844,0.2790697674418604
7,44,0.42857142857142844,0.27272727272727276
7,45,0.42857142857142844,0.26666666666666666
7,46,0.42857142857142844,0.26086956521739124
7,47,0.42857142857142844,0.2553191489361702
7,48,0.42857142857142844,0.25
7,49,0.42857142857142844,0.24489795918367344
7,50,0.42857142857142844,0.23999999999999996
7,51,0.42857142857142844,0.23529411764705876
7,52,0.42857142857142844,0.23076923076923073
7,53,0.42857142857142844,0.22641509433962262
7,54,0.42857142857142844,0.2222222222222222
7,55,0.42857142857142844,0.21818181818181823
7,56,0.42857142857142844,0.21428571428571422
7,57,0.42857142857142844,0.21052631578947367
7,58,0.42857142857142844,0.20689655172413798
7,59,0.42857142857142844,0.20338983050847462
7,60,0.42857142857142844,0.19999999999999998
7,61,0.42857142857142844,0.1967213114754098
7,62,0.42857142857142844,0.19354838709677413
7,63,0.42857142857142844,0.19047619047619047
7,64,0.42857142857142844,0.1875
7,65,0.42857142857142844,0.18461538461538463
7,66,0.42857142857142844,0.18181818181818177
7,67,0.42857142857142844,0.17910447761194026
7,68,0.46428571428571414,0.1911764705882353
7,69,0.46428571428571414,0.1884057971014493
7,70,0.46428571428571414,0.18571428571428575
7,71,0.46428571428571414,0.1830985915492958
7,72,0.46428571428571414,0.1805555555555556
7,73,0.46428571428571414,0.1780821917808219
7,74,0.46428571428571414,0.17567567567567569
7,75,0.49999999999999983,0.18666666666666668
7,76,0.49999999999999983,0.18421052631578944
7,77,0.49999999999999983,0.18181818181818185
7,78,0.49999999999999983,0.17948717948717952
7,79,0.49999999999999983,0.17721518987341778
7,80,0.49999999999999983,0.17500000000000002
7,81,0.49999999999999983,0.1728395061728395
7,82,0.49999999999999983,0.17073170731707318
7,83,0.49999999999999983,0.16867469879518074
7,84,0.49999999999999983,0.16666666666666669
7,85,0.49999999999999983,0.1647058823529412
7,86,0.5357142857142856,0.17441860465116274
7,87,0.5357142857142856,0.17241379310344823
7,88,0.5357142857142856,0.17045454545454544
7,89,0.5357142857142856,0.16853932584269662
7,90,0.5357142857142856,0.16666666666666663
7,91,0.5357142857142856,0.1648351648351648
7,92,0.5357142857142856,0.1630434782608695
7,93,0.5357142857142856,0.16129032258064516
7,94,0.5357142857142856,0.15957446808510634
7,95,0.5357142857142856,0.1578947368421053
7,96,0.5357142857142856,0.15624999999999997
7,97,0.5357142857142856,0.15463917525773196
7,98,0.5357142857142856,0.15306122448979592
7,99,0.5714285714285713,0.16161616161616163
8,0,0.0,0.0
8,1,0.0,0.0
8,2,0.0,0.0
8,3,0.0,0.0
8,4,0.0,0.0
8,5,0.0,0.0
8,6,0.3333333333333333,0.16666666666666666
8,7,0.3333333333333333,0.14285714285714285
8,8,0.3333333333333333,0.125
8,9,0.3333333333333333,0.1111111111111111
8,10,0.3333333333333333,0.1
8,11,0.3333333333333333,0.09090909090909091
8,12,0.3333333333333333,0.08333333333333333
8,13,0.3333333333333333,0.07692307692307693
8,14,0.3333333333333333,0.07142857142857142
8,15,0.3333333333333333,0.06666666666666667
8,16,0.3333333333333333,0.0625
8,17,0.6666666666666666,0.11764705882352941
8,18,0.6666666666666666,0.1111111111111111
8,19,0.6666666666666666,0.10526315789473684
8,20,0.6666666666666666,0.1
8,21,0.6666666666666666,0.09523809523809523
8,22,0.6666666666666666,0.09090909090909091
8,23,0.6666666666666666,0.08695652173913043
8,24,0.6666666666666666,0.08333333333333333
8,25,0.6666666666666666,0.08
8,26,0.6666666666666666,0.07692307692307693
8,27,0.6666666666666666,0.07407407407407407
8,28,0.6666666666666666,0.07142857142857142
8,29,0.6666666666666666,0.06896551724137931
8,30,0.6666666666666666,0.06666666666666667
8,31,0.6666666666666666,0.06451612903225806
8,32,0.6666666666666666,0.0625
8,33,0.6666666666666666,0.06060606060606061
8,34,0.6666666666666666,0.058823529411764705
8,35,0.6666666666666666,0.05714285714285714
8,36,0.6666666666666666,0.05555555555555555
8,37,0.6666666666666666,0.05405405405405406
8,38,0.6666666666666666,0.05263157894736842
8,39,0.6666666666666666,0.05128205128205128
8,40,0.6666666666666666,0.05
8,41,0.6666666666666666,0.04878048780487805
8,42,0.6666666666666666,0.047619047619047616
8,43,0.6666666666666666,0.046511627906976744
8,44,0.6666666666666666,0.045454545454545456
8,45,0.6666666666666666,0.044444444444444446
8,46,0.6666666666666666,0.043478260869565216
8,47,0.6666666666666666,0.0425531914893617
8,48,0.6666666666666666,0.041666666666666664
8,49,0.6666666666666666,0.04081632653061224
8,50,0.6666666666666666,0.04
8,51,0.6666666666666666,0.0392156862745098
8,52,0.6666666666666666,0.038461538461538464
8,53,0.6666666666666666,0.03773584905660377
8,54,0.6666666666666666,0.037037037037037035
8,55,0.6666666666666666,0.03636363636363636
8,56,0.6666666666666666,0.03571428571428571
8,57,0.6666666666666666,0.03508771929824561
8,58,0.6666666666666666,0.034482758620689655
8,59,0.6666666666666666,0.03389830508474576
8,60,0.6666666666666666,0.03333333333333333
8,61,0.6666666666666666,0.03278688524590164
8,62,0.6666666666666666,0.03225806451612903
8,63,0.6666666666666666,0.031746031746031744
8,64,0.6666666666666666,0.03125
8,65,0.6666666666666666,0.03076923076923077
8,66,0.6666666666666666,0.030303030303030304
8,67,0.6666666666666666,0.029850746268656716
8,68,0.6666666666666666,0.029411764705882353
8,69,0.6666666666666666,0.028985507246376812
8,70,0.6666666666666666,0.02857142857142857
8,71,0.6666666666666666,0.028169014084507043
8,72,0.6666666666666666,0.027777777777777776
8,73,0.6666666666666666,0.0273972602739726
8,74,0.6666666666666666,0.02702702702702703
8,75,0.6666666666666666,0.02666666666666667
8,76,0.6666666666666666,0.02631578947368421
8,77,0.6666666666666666,0.025974025974025976
8,78,0.6666666666666666,0.02564102564102564
8,79,0.6666666666666666,0.02531645569620253
8,80,0.6666666666666666,0.025
8,81,0.6666666666666666,0.024691358024691357
8,82,0.6666666666666666,0.024390243902439025
8,83,0.6666666666666666,0.024096385542168676
8,84,0.6666666666666666,0.023809523809523808
8,85,0.6666666666666666,0.023529411764705882
